Date,Close
1/3/2022 16:00:00,334.75
1/4/2022 16:00:00,329.01
1/5/2022 16:00:00,316.38
1/6/2022 16:00:00,313.88
1/7/2022 16:00:00,314.04
1/10/2022 16:00:00,314.27
1/11/2022 16:00:00,314.98
1/12/2022 16:00:00,318.27
1/13/2022 16:00:00,304.8
1/14/2022 16:00:00,310.2
1/18/2022 16:00:00,302.65
1/19/2022 16:00:00,303.33
1/20/2022 16:00:00,301.6
1/21/2022 16:00:00,296.03
1/24/2022 16:00:00,296.37
1/25/2022 16:00:00,288.49
1/26/2022 16:00:00,296.71
1/27/2022 16:00:00,299.84
1/28/2022 16:00:00,308.26
1/31/2022 16:00:00,310.98
2/1/2022 16:00:00,308.76
2/2/2022 16:00:00,313.46
2/3/2022 16:00:00,301.25
2/4/2022 16:00:00,305.94
2/7/2022 16:00:00,300.95
2/8/2022 16:00:00,304.56
2/9/2022 16:00:00,311.21
2/10/2022 16:00:00,302.38
2/11/2022 16:00:00,295.04
2/14/2022 16:00:00,295
2/15/2022 16:00:00,300.47
2/16/2022 16:00:00,299.5
2/17/2022 16:00:00,290.73
2/18/2022 16:00:00,287.93
2/22/2022 16:00:00,287.72
2/23/2022 16:00:00,280.27
2/24/2022 16:00:00,294.59
2/25/2022 16:00:00,297.31
2/28/2022 16:00:00,298.79
3/1/2022 16:00:00,294.95
3/2/2022 16:00:00,300.19
3/3/2022 16:00:00,295.92
3/4/2022 16:00:00,289.86
3/7/2022 16:00:00,278.91
3/8/2022 16:00:00,275.85
3/9/2022 16:00:00,288.5
3/10/2022 16:00:00,285.59
3/11/2022 16:00:00,280.07
3/14/2022 16:00:00,276.44
3/15/2022 16:00:00,287.15
3/16/2022 16:00:00,294.39
3/17/2022 16:00:00,295.22
3/18/2022 16:00:00,300.43
3/21/2022 16:00:00,299.16
3/22/2022 16:00:00,304.06
3/23/2022 16:00:00,299.49
3/24/2022 16:00:00,304.1
3/25/2022 16:00:00,303.68
3/28/2022 16:00:00,310.7
3/29/2022 16:00:00,315.41
3/30/2022 16:00:00,313.86
3/31/2022 16:00:00,308.31
4/1/2022 16:00:00,309.42
4/4/2022 16:00:00,314.97
4/5/2022 16:00:00,310.88
4/6/2022 16:00:00,299.5
4/7/2022 16:00:00,301.37
4/8/2022 16:00:00,296.97
4/11/2022 16:00:00,285.26
4/12/2022 16:00:00,282.06
4/13/2022 16:00:00,287.62
4/14/2022 16:00:00,279.83
4/18/2022 16:00:00,280.52
4/19/2022 16:00:00,285.3
4/20/2022 16:00:00,286.36
4/21/2022 16:00:00,280.81
4/22/2022 16:00:00,274.03
4/25/2022 16:00:00,280.72
4/26/2022 16:00:00,270.22
4/27/2022 16:00:00,283.22
4/28/2022 16:00:00,289.63
4/29/2022 16:00:00,277.52
5/2/2022 16:00:00,284.47
5/3/2022 16:00:00,281.78
5/4/2022 16:00:00,289.98
5/5/2022 16:00:00,277.35
5/6/2022 16:00:00,274.73
5/9/2022 16:00:00,264.58
5/10/2022 16:00:00,269.5
5/11/2022 16:00:00,260.55
5/12/2022 16:00:00,255.35
5/13/2022 16:00:00,261.12
5/16/2022 16:00:00,261.5
5/17/2022 16:00:00,266.82
5/18/2022 16:00:00,254.08
5/19/2022 16:00:00,253.14
5/20/2022 16:00:00,252.56
5/23/2022 16:00:00,260.65
5/24/2022 16:00:00,259.62
5/25/2022 16:00:00,262.52
5/26/2022 16:00:00,265.9
5/27/2022 16:00:00,273.24
5/31/2022 16:00:00,271.87
6/1/2022 16:00:00,272.42
6/2/2022 16:00:00,274.58
6/3/2022 16:00:00,270.02
6/6/2022 16:00:00,268.75
6/7/2022 16:00:00,272.5
6/8/2022 16:00:00,270.41
6/9/2022 16:00:00,264.79
6/10/2022 16:00:00,252.99
6/13/2022 16:00:00,242.26
6/14/2022 16:00:00,244.49
6/15/2022 16:00:00,251.76
6/16/2022 16:00:00,244.97
6/17/2022 16:00:00,247.65
6/21/2022 16:00:00,253.74
6/22/2022 16:00:00,253.13
6/23/2022 16:00:00,258.86
6/24/2022 16:00:00,267.7
6/27/2022 16:00:00,264.89
6/28/2022 16:00:00,256.48
6/29/2022 16:00:00,260.26
6/30/2022 16:00:00,256.83
7/1/2022 16:00:00,259.58
7/5/2022 16:00:00,262.85
7/6/2022 16:00:00,266.21
7/7/2022 16:00:00,268.4
7/8/2022 16:00:00,267.66
7/11/2022 16:00:00,264.51
7/12/2022 16:00:00,253.67
7/13/2022 16:00:00,252.72
7/14/2022 16:00:00,254.08
7/15/2022 16:00:00,256.72
7/18/2022 16:00:00,254.25
7/19/2022 16:00:00,259.53
7/20/2022 16:00:00,262.27
7/21/2022 16:00:00,264.84
7/22/2022 16:00:00,260.36
7/25/2022 16:00:00,258.83
7/26/2022 16:00:00,251.9
7/27/2022 16:00:00,268.74
7/28/2022 16:00:00,276.41
7/29/2022 16:00:00,280.74
8/1/2022 16:00:00,278.01
8/2/2022 16:00:00,274.82
8/3/2022 16:00:00,282.47
8/4/2022 16:00:00,283.65
8/5/2022 16:00:00,282.91
8/8/2022 16:00:00,280.32
8/9/2022 16:00:00,282.3
8/10/2022 16:00:00,289.16
8/11/2022 16:00:00,287.02
8/12/2022 16:00:00,291.91
8/15/2022 16:00:00,293.47
8/16/2022 16:00:00,292.71
8/17/2022 16:00:00,291.32
8/18/2022 16:00:00,290.17
8/19/2022 16:00:00,286.15
8/22/2022 16:00:00,277.75
8/23/2022 16:00:00,276.44
8/24/2022 16:00:00,275.79
8/25/2022 16:00:00,278.85
8/26/2022 16:00:00,268.09
8/29/2022 16:00:00,265.23
8/30/2022 16:00:00,262.97
8/31/2022 16:00:00,261.47
9/1/2022 16:00:00,260.4
9/2/2022 16:00:00,256.06
9/6/2022 16:00:00,253.25
9/7/2022 16:00:00,258.09
9/8/2022 16:00:00,258.52
9/9/2022 16:00:00,264.46
9/12/2022 16:00:00,266.65
9/13/2022 16:00:00,251.99
9/14/2022 16:00:00,252.22
9/15/2022 16:00:00,245.38
9/16/2022 16:00:00,244.74
9/19/2022 16:00:00,244.52
9/20/2022 16:00:00,242.45
9/21/2022 16:00:00,238.95
9/22/2022 16:00:00,240.98
9/23/2022 16:00:00,237.92
9/26/2022 16:00:00,237.45
9/27/2022 16:00:00,236.41
9/28/2022 16:00:00,241.07
9/29/2022 16:00:00,237.5
9/30/2022 16:00:00,232.9
10/3/2022 16:00:00,240.74
10/4/2022 16:00:00,248.88
10/5/2022 16:00:00,249.2
10/6/2022 16:00:00,246.79
10/7/2022 16:00:00,234.24
10/10/2022 16:00:00,229.25
10/11/2022 16:00:00,225.41
10/12/2022 16:00:00,225.75
10/13/2022 16:00:00,234.24
10/14/2022 16:00:00,228.56
10/17/2022 16:00:00,237.53
10/18/2022 16:00:00,238.5
10/19/2022 16:00:00,236.48
10/20/2022 16:00:00,236.15
10/21/2022 16:00:00,242.12
10/24/2022 16:00:00,247.25
10/25/2022 16:00:00,250.66
10/26/2022 16:00:00,231.32
10/27/2022 16:00:00,226.75
10/28/2022 16:00:00,235.87
10/31/2022 16:00:00,232.13
11/1/2022 16:00:00,228.17
11/2/2022 16:00:00,220.1
11/3/2022 16:00:00,214.25
11/4/2022 16:00:00,221.39
11/7/2022 16:00:00,227.87
11/8/2022 16:00:00,228.87
11/9/2022 16:00:00,224.51
11/10/2022 16:00:00,242.98
11/11/2022 16:00:00,247.11
11/14/2022 16:00:00,241.55
11/15/2022 16:00:00,241.97
11/16/2022 16:00:00,241.73
11/17/2022 16:00:00,241.68
11/18/2022 16:00:00,241.22
11/21/2022 16:00:00,242.05
11/22/2022 16:00:00,245.03
11/23/2022 16:00:00,247.58
11/25/2022 13:05:00,247.49
11/28/2022 16:00:00,241.76
11/29/2022 16:00:00,240.33
11/30/2022 16:00:00,255.14
12/1/2022 16:00:00,254.69
12/2/2022 16:00:00,255.02
12/5/2022 16:00:00,250.2
12/6/2022 16:00:00,245.12
12/7/2022 16:00:00,244.37
12/8/2022 16:00:00,247.4
12/9/2022 16:00:00,245.42
12/12/2022 16:00:00,252.51
12/13/2022 16:00:00,256.92
12/14/2022 16:00:00,257.22
12/15/2022 16:00:00,249.01
12/16/2022 16:00:00,244.69
12/19/2022 16:00:00,240.45
12/20/2022 16:00:00,241.8
12/21/2022 16:00:00,244.43
12/22/2022 16:00:00,238.19
12/23/2022 16:00:00,238.73
12/27/2022 16:00:00,236.96
12/28/2022 16:00:00,234.53
12/29/2022 16:00:00,241.01
