Date,Close
1/3/2022 16:00:00,144.99
1/4/2022 16:00:00,144.4
1/5/2022 16:00:00,137.78
1/6/2022 16:00:00,137.75
1/7/2022 16:00:00,137.02
1/10/2022 16:00:00,138.67
1/11/2022 16:00:00,139.74
1/12/2022 16:00:00,141.43
1/13/2022 16:00:00,138.59
1/14/2022 16:00:00,139.48
1/18/2022 16:00:00,136
1/19/2022 16:00:00,135.12
1/20/2022 16:00:00,133.31
1/21/2022 16:00:00,130.35
1/24/2022 16:00:00,130.8
1/25/2022 16:00:00,126.94
1/26/2022 16:00:00,129.23
1/27/2022 16:00:00,129.01
1/28/2022 16:00:00,133.35
1/31/2022 16:00:00,135.3
2/1/2022 16:00:00,137.64
2/2/2022 16:00:00,148
2/3/2022 16:00:00,143.09
2/4/2022 16:00:00,143.29
2/7/2022 16:00:00,139.2
2/8/2022 16:00:00,139.4
2/9/2022 16:00:00,141.59
2/10/2022 16:00:00,138.62
2/11/2022 16:00:00,134.28
2/14/2022 16:00:00,135.53
2/15/2022 16:00:00,136.61
2/16/2022 16:00:00,137.74
2/17/2022 16:00:00,132.54
2/18/2022 16:00:00,130.4
2/22/2022 16:00:00,129.81
2/23/2022 16:00:00,127.59
2/24/2022 16:00:00,132.69
2/25/2022 16:00:00,134.46
2/28/2022 16:00:00,135.06
3/1/2022 16:00:00,134.06
3/2/2022 16:00:00,134.57
3/3/2022 16:00:00,133.9
3/4/2022 16:00:00,131.91
3/7/2022 16:00:00,126.38
3/8/2022 16:00:00,127.1
3/9/2022 16:00:00,133.42
3/10/2022 16:00:00,132.43
3/11/2022 16:00:00,129.87
3/14/2022 16:00:00,125.95
3/15/2022 16:00:00,129.2
3/16/2022 16:00:00,133.28
3/17/2022 16:00:00,133.84
3/18/2022 16:00:00,136.13
3/21/2022 16:00:00,136.1
3/22/2022 16:00:00,139.87
3/23/2022 16:00:00,138.28
3/24/2022 16:00:00,141.57
3/25/2022 16:00:00,141.67
3/28/2022 16:00:00,141.46
3/29/2022 16:00:00,142.51
3/30/2022 16:00:00,141.94
3/31/2022 16:00:00,139.07
4/1/2022 16:00:00,140.15
4/4/2022 16:00:00,142.97
4/5/2022 16:00:00,140.59
4/6/2022 16:00:00,136.55
4/7/2022 16:00:00,135.89
4/8/2022 16:00:00,133.29
4/11/2022 16:00:00,128.82
4/12/2022 16:00:00,127.71
4/13/2022 16:00:00,129.89
4/14/2022 16:00:00,126.73
4/18/2022 16:00:00,127.68
4/19/2022 16:00:00,130.01
4/20/2022 16:00:00,128.04
4/21/2022 16:00:00,124.81
4/22/2022 16:00:00,119.64
4/25/2022 16:00:00,123.07
4/26/2022 16:00:00,118.65
4/27/2022 16:00:00,114.29
4/28/2022 16:00:00,118.52
4/29/2022 16:00:00,114.11
5/2/2022 16:00:00,116.58
5/3/2022 16:00:00,117.33
5/4/2022 16:00:00,122.26
5/5/2022 16:00:00,116.51
5/6/2022 16:00:00,115.75
5/9/2022 16:00:00,112.51
5/10/2022 16:00:00,114.4
5/11/2022 16:00:00,113.6
5/12/2022 16:00:00,112.84
5/13/2022 16:00:00,116.05
5/16/2022 16:00:00,114.45
5/17/2022 16:00:00,116.47
5/18/2022 16:00:00,111.9
5/19/2022 16:00:00,110.38
5/20/2022 16:00:00,108.91
5/23/2022 16:00:00,111.49
5/24/2022 16:00:00,105.97
5/25/2022 16:00:00,105.81
5/26/2022 16:00:00,107.79
5/27/2022 16:00:00,112.32
5/31/2022 16:00:00,113.76
6/1/2022 16:00:00,113.89
6/2/2022 16:00:00,117.62
6/3/2022 16:00:00,114.54
6/6/2022 16:00:00,116.82
6/7/2022 16:00:00,117.15
6/8/2022 16:00:00,117.19
6/9/2022 16:00:00,114.84
6/10/2022 16:00:00,111.16
6/13/2022 16:00:00,106.39
6/14/2022 16:00:00,106.72
6/15/2022 16:00:00,109.76
6/16/2022 16:00:00,106.03
6/17/2022 16:00:00,107.14
6/21/2022 16:00:00,111.54
6/22/2022 16:00:00,111.49
6/23/2022 16:00:00,112.24
6/24/2022 16:00:00,117.98
6/27/2022 16:00:00,115.83
6/28/2022 16:00:00,112.01
6/29/2022 16:00:00,111.7
6/30/2022 16:00:00,108.96
7/1/2022 16:00:00,108.74
7/5/2022 16:00:00,113.26
7/6/2022 16:00:00,114.57
7/7/2022 16:00:00,118.78
7/8/2022 16:00:00,119.35
7/11/2022 16:00:00,115.68
7/12/2022 16:00:00,114.02
7/13/2022 16:00:00,111.35
7/14/2022 16:00:00,110.37
7/15/2022 16:00:00,111.78
7/18/2022 16:00:00,109.03
7/19/2022 16:00:00,113.81
7/20/2022 16:00:00,113.9
7/21/2022 16:00:00,114.34
7/22/2022 16:00:00,107.9
7/25/2022 16:00:00,107.51
7/26/2022 16:00:00,105.02
7/27/2022 16:00:00,113.06
7/28/2022 16:00:00,114.22
7/29/2022 16:00:00,116.32
8/1/2022 16:00:00,114.86
8/2/2022 16:00:00,115.13
8/3/2022 16:00:00,118.08
8/4/2022 16:00:00,118.19
8/5/2022 16:00:00,117.47
8/8/2022 16:00:00,117.3
8/9/2022 16:00:00,116.63
8/10/2022 16:00:00,119.7
8/11/2022 16:00:00,118.84
8/12/2022 16:00:00,121.68
8/15/2022 16:00:00,122.08
8/16/2022 16:00:00,121.7
8/17/2022 16:00:00,119.55
8/18/2022 16:00:00,120.17
8/19/2022 16:00:00,117.21
8/22/2022 16:00:00,114.24
8/23/2022 16:00:00,113.86
8/24/2022 16:00:00,113.69
8/25/2022 16:00:00,116.65
8/26/2022 16:00:00,110.34
8/29/2022 16:00:00,109.42
8/30/2022 16:00:00,108.94
8/31/2022 16:00:00,108.22
9/1/2022 16:00:00,109.74
9/2/2022 16:00:00,107.85
